"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44"
"1861",0.0248133789391722,-0.0675217762630122,0.0886254901455649,0.118068892625791,0.0657952824764676,0.00343682147300939,0.0523131627429678,0.263219074210255,0.186674643351586,-0.0636655053593339,0.00291862739958154,0.0216901813492117,-0.0995585434830006,0.021808803687385,0.0112214487191759,-0.0645341982258232,-0.0568606561399839,0.0439819302868966,-0.22148203521259,0.226310306036536,0.163737810427051,-0.0499391342149694,-0.0499391342149694,-0.0684188018452277,0.0455723342655726,0.0199325341409551,0.165929668277995,0.157528269004454,-0.00234094104182272,-0.0251170272788482,0.0835919260996967,-0.0329847035157853,-0.290022194277598,-0.0311642109280414,-0.0461252629630162,-0.0228192450931209,-0.000511900461084208,-0.0400721589399935,-0.061813490251393,0.0549336319228667,0.0331059937943165,0.0465369938603119,-0.00286845716618058,-0.091175378009792
"1862",0.0244602576059033,-0.0672995059687828,0.0882763580812408,0.118032462894256,0.0655484776486693,0.00320653421572462,0.0521884387777053,0.262699467330377,0.186302516112978,-0.0639786080096301,0.00266736223895417,0.0219455504586507,-0.0996149598292797,0.0217667522175622,0.0110048811281457,-0.0646289895890253,-0.0565315335130029,0.0439143354628065,-0.221170737608265,0.225933812731564,0.163584971919587,-0.049830887974229,-0.049830887974229,-0.0686626987905074,0.0456013785543057,0.0198837509223062,0.166861258088997,0.158143715144709,-0.00264195784629664,-0.024712903326427,0.0834633078359938,-0.0328456944737629,-0.288971542276098,-0.0313781908334732,-0.0461705361099986,-0.0226140729488927,-0.00040704376306602,-0.0400296505553747,-0.061937574255255,0.0546264288788821,0.0333310841691796,0.0465947931995825,-0.00320644819147248,-0.0910454519846711
"1863",0.0241147253653218,-0.0670795992251463,0.0879305172598023,0.117990573528695,0.0653076869924447,0.00298012694535309,0.0520676884120442,0.262182733169005,0.185925110120243,-0.0642831433959152,0.00243165566327655,0.0221874259014511,-0.0996759441411585,0.0217308095338068,0.010801512718048,-0.0647247465828949,-0.0562065542464118,0.0438515139052665,-0.220850525769923,0.225550907408996,0.163428557145211,-0.0497208126635635,-0.0497208126635635,-0.0688925404594982,0.0456232905960381,0.0198359992845327,0.167763699148376,0.158755509457231,-0.00293704833728798,-0.0243161066164515,0.0833338827576478,-0.0327176726469078,-0.287930576852215,-0.0315836040939522,-0.0462036911939436,-0.0224341463237665,-0.000306776721467943,-0.0399860705859888,-0.0620559895607236,0.0543245692946361,0.0335554592708858,0.0466506336488689,-0.00352866761775455,-0.090920432643381
"1864",0.0238430594411159,-0.0669273602051229,0.0876396666314723,0.117868785716832,0.0651627900414993,0.00286735662668461,0.0520956871714379,0.261672875510124,0.185568146855162,-0.0645965736261139,0.00246665333091759,0.02225382231392,-0.099846133572077,0.0217544388484105,0.0106949279873668,-0.0649005435901197,-0.0558864066581921,0.0437675426145172,-0.220465783131616,0.22511498266855,0.163295414208759,-0.049611253318605,-0.049611253318605,-0.0687944181867311,0.0455162784323645,0.0197907380595228,0.168433662786665,0.159408190831974,-0.00325822406912839,-0.0239759437078474,0.0831898867810775,-0.0327068953433218,-0.286915337268118,-0.031621369911614,-0.0459151126022219,-0.0226065763337795,-0.00032808137409846,-0.0398593704381546,-0.0620865988657752,0.0540347820855719,0.0337660866634006,0.046629128104113,-0.00360684133460514,-0.0908867118684568
"1865",0.0234665959932729,-0.0667929375982244,0.0873792368073227,0.117798897625226,0.0650230630859511,0.00269610872478648,0.0520855375955118,0.261256895827557,0.185325944145736,-0.0648507203568062,0.00233711866157481,0.0224069247907551,-0.0999813296879876,0.0217489632308793,0.0105320704441892,-0.0650308166239579,-0.0555352751068915,0.0436281429979783,-0.22020993388245,0.224820919344391,0.163290688757623,-0.0495571281374324,-0.0495571281374324,-0.0686378369950466,0.0454484210241025,0.0197554684608429,0.169300916734341,0.160022027125724,-0.00359789420292445,-0.0236137302855879,0.082913564317271,-0.032573489927754,-0.286024621595891,-0.0317416477595501,-0.0455343769289808,-0.0224807733471287,-0.000305980480783078,-0.0397271368472369,-0.0622350566109037,0.0536974190485888,0.0339411780339507,0.0466771752184671,-0.0037260892547131,-0.0907695738141425
"1866",0.0230700040574871,-0.0666502094714835,0.0871101601288249,0.117742437663233,0.0648595946367702,0.00249423070897435,0.0520394713647296,0.260836064481984,0.185076845338939,-0.0650939791062706,0.0021346612253988,0.022596590442802,-0.100091268323109,0.0217141995647758,0.0103470367467537,-0.065134655770813,-0.0551815767247117,0.0434926324015779,-0.219960655495684,0.224540183092443,0.163279259986154,-0.049508035704913,-0.049508035704913,-0.0685404071925599,0.045409316075198,0.0197134495156512,0.170211965493621,0.160611889708343,-0.00393325716127479,-0.0232360654141552,0.0826489557883711,-0.0324051493254109,-0.285122759549569,-0.0318946498034029,-0.0452055974669866,-0.0222616838111148,-0.000260566072951459,-0.0396091782299814,-0.0624026335118438,0.053354173789108,0.0341134910635302,0.0467448087551803,-0.003895780978302,-0.0906242903171807
"1867",0.0227087565415352,-0.066540727024137,0.0868651258286519,0.117648503995383,0.0647455527133039,0.00234648561113556,0.0520516960538033,0.26041635822389,0.184824315050127,-0.0653344729916209,0.00204803093725054,0.0226908726253596,-0.100239630187054,0.0216908255797532,0.0102109630149381,-0.0652683154191995,-0.0548363359085064,0.0433503760132561,-0.21968328868985,0.224232984904289,0.163271283345887,-0.0494652583350477,-0.0494652583350477,-0.0682975844519649,0.0452797047237482,0.0196359733521753,0.171009712612151,0.161213489350581,-0.00427689115554313,-0.0228803557242225,0.0824107325874074,-0.0322916687836108,-0.284222478763294,-0.0319646596398066,-0.0447469989958301,-0.0221957524082365,-0.000269086936862261,-0.0394606601392733,-0.0625241286025291,0.0530178993075382,0.0342699993716355,0.046782638447283,-0.00395847186623354,-0.0905063494409411
"1868",0.0222442441632743,-0.0663753368004253,0.0865782022347543,0.117651546197937,0.0645375227938594,0.0020611954819009,0.0518879086969043,0.260027580754447,0.184586333751916,-0.0655289802355547,0.00161918888888446,0.0229865443318129,-0.100268545779275,0.0215896871413912,0.00996097644317701,-0.0653012848983749,-0.0544829713109798,0.0432175017432215,-0.219526069617238,0.22403757994124,0.163279850532612,-0.0494423755332568,-0.0494423755332568,-0.0683632351452441,0.0452897597746009,0.019554142142033,0.172098582558613,0.161740097379388,-0.00459571779573819,-0.0224553975924364,0.0821309650240198,-0.0320167420318195,-0.283340511249397,-0.0322402838831503,-0.0445880748931621,-0.0216626190190689,-0.000135414245223027,-0.0393893796287295,-0.0627711383492341,0.0526496792421879,0.0344169925068629,0.0469385073043873,-0.004281323616722,-0.0902604170754352
"1869",0.0219259299664656,-0.0662258062580533,0.0862820999226916,0.117564210126178,0.0643711685431164,0.00189344368284715,0.0518202637386502,0.259549729319571,0.184221702568041,-0.0657799995193329,0.00146830461556787,0.0231042531664938,-0.100372134936933,0.0215275253516234,0.00981637334102986,-0.0654041441116901,-0.0541740914025692,0.0431393686032245,-0.219209956649561,0.223674035952325,0.163154483780923,-0.0493657361856786,-0.0493657361856786,-0.0683595970185637,0.0451793324392279,0.0194342977578896,0.172863817894013,0.162305107521489,-0.00490112907490238,-0.0220762778547987,0.0820022023536683,-0.0319258001775116,-0.282340950397479,-0.0323529207309113,-0.0444136794378591,-0.0215821454977276,-9.81552930802235e-05,-0.039293354895286,-0.0628497053459586,0.0523410681731734,0.0345852221072436,0.0469963243132561,-0.00446136411557953,-0.0901318963445326
"1870",0.021622808232555,-0.0661242104324877,0.08603133287727,0.117460644860732,0.0642765493759432,0.0017755664234048,0.0518066158893342,0.259131802170677,0.183910248234798,-0.066002973859153,0.00140463722237763,0.0231400117903863,-0.100516281045635,0.0214858620471573,0.00971611346192798,-0.0655354192546466,-0.0538739778891978,0.0430360662150806,-0.218939978274081,0.223350006860646,0.163090681917345,-0.0493168385092889,-0.0493168385092889,-0.0681559633291183,0.0449705738365136,0.0192759322276004,0.173572592959918,0.16287453148984,-0.00521841743696528,-0.0217209592881961,0.0818319053081962,-0.0318619017763731,-0.281415000239722,-0.0324092650793977,-0.0440633041664453,-0.021583796580891,-0.000103050325871768,-0.0391598466007266,-0.0629154633407928,0.0520278534547947,0.0347206609666241,0.0470560880245064,-0.00452407994043133,-0.090010324783384
"1871",0.0212364275977736,-0.0660017517563676,0.0857691838180121,0.11741813438525,0.0641373938299586,0.00156942604353786,0.0516977997734252,0.258760833300304,0.18364362632358,-0.0661863799278787,0.00112187403416391,0.0233063805314826,-0.100593636358658,0.0213980661938417,0.00954211935481798,-0.0656033483955332,-0.0535598066004734,0.0429191962346897,-0.218769221274708,0.223124856200457,0.163077265452933,-0.0492927454373887,-0.0492927454373887,-0.0680845572414799,0.0448559225677038,0.0191326907282075,0.174476795637088,0.163385116513655,-0.00552929668181512,-0.0213286811235526,0.0815945521138597,-0.0316789637006239,-0.280541095960856,-0.0325913584599099,-0.043824681229859,-0.0212611680793708,-2.53745478261945e-05,-0.0390581715980361,-0.0630814453068894,0.0516836156465733,0.0348389914919586,0.0471901846674478,-0.00472447290937816,-0.0898063862281817
"1872",0.0209557561286222,-0.0659237359281923,0.0855332483656511,0.117289859358309,0.0640650885485314,0.00147646967210067,0.0517241680981953,0.258354091395824,0.183341868466881,-0.0664119182840572,0.00112007459765056,0.0233103508091927,-0.100766523625576,0.0213629735354258,0.00946582816499795,-0.0657411978258982,-0.0532643662473986,0.0428145044606266,-0.218479347096942,0.222800648201944,0.163018572170786,-0.0492397112272622,-0.0492397112272622,-0.0678162455193535,0.044656943139562,0.0190107523570322,0.175102705773228,0.163932744841743,-0.00584509031786107,-0.0209975716765407,0.0814149894099056,-0.0316384514366089,-0.279636264277469,-0.032608828801549,-0.043405509573739,-0.021330200539295,-6.00376957935558e-05,-0.0389012828245268,-0.06312983833499,0.05138015362301,0.0349717383365694,0.0472215965137275,-0.00473376426106034,-0.089720627253838
"1873",0.0205955384073696,-0.0658471923702915,0.085310955054267,0.117212999216412,0.0639832418038315,0.00131947135640482,0.0516882246307095,0.258021760069461,0.183118137189471,-0.06658691932452,0.000946843043819401,0.0234018781605599,-0.100894657077334,0.021294000678018,0.00933579202536958,-0.0658343778483855,-0.052953748695814,0.0426780190557622,-0.218311280072758,0.222593993681142,0.163049821811328,-0.0492276446511687,-0.0492276446511687,-0.0675580940707755,0.044500010938253,0.0188871462815012,0.175906713379038,0.164435686672923,-0.00616739758248853,-0.0206387035394335,0.0811419441150065,-0.0314893189706267,-0.278815814604411,-0.0327187764617719,-0.0429818210733562,-0.021122173588573,-3.8492019168645e-05,-0.0387517836856619,-0.0632745174546996,0.0510362132021751,0.0350727992204816,0.0473251393755921,-0.00481191622707489,-0.0895549105840029
"1874",0.0202604412781255,-0.0657792415832476,0.0850875175825501,0.117118957384154,0.0639093858319749,0.00117996121489643,0.0516669366177764,0.257675682459998,0.182874126751924,-0.0667703817306917,0.000811808611964498,0.0234646303192608,-0.101033389907142,0.0212245561232035,0.00922400200433919,-0.0659323028200807,-0.0526526466847359,0.0425519987791045,-0.218117804620183,0.222366053392175,0.163058611011649,-0.0492073438693155,-0.0492073438693155,-0.0672855235148439,0.0443319881273677,0.01875968777451,0.176648198080126,0.164929041262344,-0.00648722021582779,-0.0202856613705059,0.0808947539976478,-0.0313664624411483,-0.277974025682693,-0.0328016074019639,-0.0425519943933517,-0.0209746889171015,-3.3745625480189e-05,-0.038592791326445,-0.0633907968924285,0.0507030571483506,0.0351762740660086,0.0474126136336536,-0.00486711011953033,-0.0894076152047516
"1875",0.0198480613490263,-0.0656475424168329,0.0848143239075053,0.117097043128113,0.0637401046971216,0.000915508854924194,0.051489054654293,0.257330921483327,0.18261235583108,-0.0669296565728559,0.000395121714289517,0.0237065902088112,-0.101067873776736,0.0210912227343262,0.00901997145136565,-0.0659432574286478,-0.0523459624350602,0.0424455238520925,-0.217990038504833,0.222196109737883,0.163052025941122,-0.0491872598486239,-0.0491872598486239,-0.0673190670291039,0.0443107317611404,0.0186506338708571,0.177604975430285,0.165355486792614,-0.00677939992160172,-0.0198783287190184,0.0806410643596189,-0.0311179502692932,-0.277116947318322,-0.0330570720634585,-0.0424100504936131,-0.020462666496935,9.31561064429402e-05,-0.0385042483985978,-0.0636009081963131,0.0503500783637353,0.0352837781746359,0.0475867667190593,-0.0051532293641989,-0.089166537859714
"1876",0.0195679736282828,-0.0655277001970999,0.0845332182165807,0.116997346803258,0.0635982592594972,0.000750195863210435,0.0514058921817174,0.256904625568998,0.182248771452884,-0.067149971708094,0.000230594256403347,0.0238079087196715,-0.101176838586427,0.0210081027803194,0.00890625272513825,-0.0660156828010386,-0.0520746304960469,0.0423889337524234,-0.217708247781355,0.221878273151046,0.16292992375531,-0.0491125706557305,-0.0491125706557305,-0.0673049938352153,0.0442269161367644,0.0185484153484707,0.178268863127985,0.165815870784586,-0.00705710728082135,-0.019517498733626,0.080510188080705,-0.031033358225735,-0.27616148106301,-0.0331716640096223,-0.0422529193337169,-0.0203548263971802,0.000131884351234242,-0.0383915217995791,-0.0636691150379081,0.0500553445314649,0.0354257469443095,0.0476607758951025,-0.00531897669584758,-0.0890463176344249
"1877",0.0191741534716609,-0.0653313382014329,0.0841951035410616,0.11699608049952,0.0633451926250413,0.000423753215283274,0.0511221013151067,0.256497090227071,0.181882023321223,-0.0673257577133262,-0.000299154649505153,0.0241381034960721,-0.101152283159383,0.020849885736476,0.00867637812284359,-0.0659804042194511,-0.0517932125116569,0.0423459135036959,-0.217536846860388,0.221652060044935,0.162809729938534,-0.0490463530705816,-0.0490463530705816,-0.0676469559854093,0.0443125859998086,0.0184612688873793,0.179233836336463,0.166194752977686,-0.00730766444941868,-0.0190867766622738,0.0803342096594537,-0.0307793667959852,-0.275211138393712,-0.0335140913429439,-0.0424289263422376,-0.0197586048632586,0.00032934690640006,-0.0383613848794814,-0.0638731208144578,0.0497280324260281,0.0355640401658226,0.0478566330152248,-0.00576817693997103,-0.088796329279807
"1878",0.01983554848739,-0.059110257083867,0.0835415144641021,0.112984323408203,0.0608727105626621,0.010264172018647,0.044725928037347,0.289591514204448,0.194484645549059,-0.0642885018593383,-0.00680670320970717,0.0175855664359225,-0.105190534144394,0.0240526123986013,0.00838987969422534,-0.0708635964896424,-0.0535046205633879,0.034775026498744,-0.224680993882957,0.230996283744258,0.171894848416056,-0.0557761590008647,-0.0557761590008647,-0.0641091716850649,0.0374547581509973,0.0138014208703466,0.180061597508247,0.156095288828515,-0.00568041950438596,-0.0135593054620076,0.0692082683143491,-0.0303931070048185,-0.260584477119242,-0.0349435373723142,-0.0389621574047335,-0.0159783162562503,-0.0034900181617664,-0.04584584697241,-0.0674499272573741,0.06262944522098,0.0231081199182838,0.0365586132930031,0.00925649636058629,-0.0739083871503642
"1879",0.0181699482900228,-0.0614506285730728,0.082470563965068,0.115956438629187,0.0614541745834964,0.00563577036799965,0.0482730065765249,0.27507013877469,0.18745951080739,-0.0664290887663863,-0.00341223128866216,0.0207761901779736,-0.103481739255608,0.0228832574591834,0.0082957354432363,-0.0683454998456948,-0.0529749886451745,0.0383706120764731,-0.22178819151401,0.226398938369028,0.166501067050864,-0.0524787416559433,-0.0524787416559433,-0.067846665756136,0.0404118622149439,0.0165284361309596,0.181499610898446,0.162490401147796,-0.00784772807344369,-0.0153574691750878,0.0762303637894568,-0.0310344943159591,-0.265795811638175,-0.0335165871275077,-0.042258080214091,-0.0176327639606487,-0.00184851484887989,-0.0422848076010053,-0.0654704378147971,0.0567453282243119,0.0301257791703734,0.0412388789223523,0.00140257798181131,-0.0820665284603257
"1880",0.0175186599928424,-0.0625452897412903,0.0820538880010059,0.116911295132197,0.0616813398643976,0.00300411610241351,0.0495879393911058,0.26634084125551,0.183495609358393,-0.0674425443870507,-0.00206937623260117,0.0225666585168156,-0.102402812299129,0.0220793849022538,0.00825223033993436,-0.0670049282801713,-0.0523570930248563,0.0402109793440243,-0.219433666482516,0.223345026823535,0.1636626309333,-0.0505907935261288,-0.0505907935261288,-0.069402765156948,0.0421664055935182,0.0176609627288932,0.181959300599396,0.165516733146068,-0.00854727043804501,-0.0161863074284012,0.0790877817928363,-0.0311511311622151,-0.267815604337512,-0.0333176227485493,-0.0436328695634976,-0.0184342193126055,-0.000814896262455704,-0.0403392520198214,-0.0645872311583688,0.053437446006057,0.0335323294173442,0.0439945592131692,-0.00272451567720003,-0.0856457114362949
"1881",0.0174030883991597,-0.0631874838835765,0.0819658535748141,0.117012807094114,0.0619001968874402,0.00160011438392761,0.0502058660419327,0.261130523155519,0.181329282987208,-0.068053745185358,-0.00127863346463243,0.0234003101589141,-0.101990539278614,0.0216178382607824,0.00833023808560033,-0.0664943706011272,-0.0517935400106497,0.0412006128599295,-0.217725713230244,0.221404227911737,0.16227918844489,-0.0495230104047158,-0.0495230104047158,-0.0696203200593092,0.0430480966141452,0.0181104864807593,0.18195854535612,0.167190242314757,-0.00877249634677817,-0.016611332437034,0.0801795259610121,-0.0312726470019803,-0.26856273307983,-0.0333194332144361,-0.0437601770763881,-0.019278302139659,-0.000315539040651751,-0.0391678320592397,-0.0641259755374484,0.0515069140554154,0.0352367012383007,0.0455637688342782,-0.0046521518196518,-0.0873399941118357
"1882",0.0173220895427804,-0.0636165741123437,0.0820248764986112,0.116866041955032,0.0621049926167826,0.000764434016134197,0.0504790276702709,0.258107148616252,0.180289378229791,-0.0683936305058225,-0.000980957158227196,0.0238635776196436,-0.101898086775212,0.0213186757642765,0.00836168308027684,-0.066351508321551,-0.0512592863710152,0.0416551674206386,-0.216711784043708,0.220362156906586,0.161822231531309,-0.0489907249105414,-0.0489907249105414,-0.069168693438153,0.0434902544425865,0.0182600109788934,0.18217602959923,0.168187722345139,-0.00890018655309219,-0.0167621929085364,0.0802965147216577,-0.0312135378286661,-0.268836590862898,-0.0334689022436042,-0.0431860768944763,-0.0196498320590773,-4.57967009961583e-05,-0.0384170494805357,-0.064045344313698,0.0502408469212622,0.0360524997205807,0.0465540548236343,-0.00552939272023254,-0.0880240565610512
"1883",0.0170853123395241,-0.0638169904906145,0.0820145460962597,0.116749438790121,0.0621249675153519,6.65226161026174e-05,0.0503826434217489,0.256299459436174,0.179755603057843,-0.0685681387768112,-0.00131816712505302,0.024378774595933,-0.101808880910824,0.0210126568179022,0.00821315892746534,-0.0662508066084028,-0.0507651735570554,0.0418447256928971,-0.216182781718301,0.219863623974577,0.161741183344845,-0.0487385795873528,-0.0487385795873528,-0.0689181070003745,0.0438666411222631,0.0182792796602637,0.182878418350931,0.168764558578496,-0.00901534937736959,-0.016656277173185,0.0800062146218074,-0.0308889867541072,-0.268742688005048,-0.033881607727716,-0.0427587473512158,-0.0192361704554375,0.000263531235930336,-0.0380088089586016,-0.0642606679449847,0.0493179302420858,0.0364420013546444,0.0473109058038967,-0.00622238912535869,-0.0880905874530574
"1884",0.0169491545030992,-0.0639102295904888,0.0819342248594228,0.116552787393325,0.0620917257126908,-0.000367354127314122,0.0502989000560527,0.25505421834358,0.179314920621691,-0.0687698161115394,-0.00151771234444265,0.0246665953489788,-0.101856255329552,0.0208096261612401,0.00812205092152698,-0.0662744405079595,-0.0503630905507646,0.0419622587768009,-0.215675142435111,0.219412823554057,0.161649752960164,-0.0485517034533157,-0.0485517034533157,-0.0686957388576566,0.0440697528128385,0.0182558684673792,0.183380107635583,0.169228459141044,-0.00914452135008625,-0.0164849800316095,0.0797584411153126,-0.0307165799367718,-0.268287497141083,-0.0341387497661407,-0.0423747847049989,-0.0191148862704756,0.000417694810925109,-0.0377337194342242,-0.0643801562090629,0.048685854340531,0.0366952069203726,0.0477403524275106,-0.00660766407926748,-0.0880763344504572
"1885",0.0167665356766574,-0.0639297725043639,0.0818016422213242,0.11637812780667,0.0620103693920372,-0.000718667097550965,0.050181135561429,0.254178454797606,0.178971849654034,-0.0689493563754566,-0.0017745723310814,0.0249166586958798,-0.101933902016028,0.0206458162755889,0.00801061493246793,-0.066318826459191,-0.0499984110553297,0.0420067625005884,-0.215283938050868,0.219079020304603,0.161606493540095,-0.0484263295289918,-0.0484263295289918,-0.068523971338689,0.0442217753455858,0.0182361594911223,0.183953759067337,0.169618479022565,-0.00930950421723466,-0.0162468839241523,0.0794584274192583,-0.0305337962406878,-0.267693363775268,-0.0343892158051612,-0.0420260793917394,-0.0189063483083429,0.000539194560306198,-0.037532886719059,-0.0645283404880974,0.0481771726696717,0.0368673999307067,0.0480444978604594,-0.00689898243424216,-0.0879733312646032
"1886",0.0164682222993543,-0.0638226070427947,0.0815543823062506,0.116304091666488,0.0617857841203321,-0.00115678531495253,0.0498488701070533,0.253476471581324,0.178595484486614,-0.0690818970304276,-0.00237372086151099,0.0253215283205698,-0.101884057484584,0.0204195239362686,0.00779058906501105,-0.0662673055043055,-0.049666426132434,0.0420436438868371,-0.215016685718824,0.218825880547028,0.161508055713447,-0.0483264984495418,-0.0483264984495418,-0.0687722634143775,0.0444369563585397,0.0181672768661426,0.184798859378151,0.16989964463935,-0.00947366616560462,-0.0158953673713347,0.0791837275977103,-0.0302235627893869,-0.266938549812776,-0.0348182951800443,-0.0420982949070386,-0.0182631011520457,0.000788731254302119,-0.0374654809768728,-0.0647615891255361,0.0477210354069596,0.0369989249190734,0.0483898085364233,-0.00741835786175382,-0.0877062482228706
"1887",0.0162882017271176,-0.0636647046192897,0.0812431203851183,0.116187813023452,0.0615324441706499,-0.00148043045482087,0.0495610411714372,0.252787113683473,0.178079099833537,-0.0692806955766514,-0.00276819068933901,0.0255959103131727,-0.101888059252986,0.0202547385111269,0.0076467606707693,-0.0662620108839991,-0.0494051086171555,0.0421370604792304,-0.214610281746199,0.218415252973078,0.161232305478314,-0.0481719284212808,-0.0481719284212808,-0.0691629838282616,0.0445847373920215,0.0180905599736157,0.185382898246843,0.170203790109432,-0.00962018496237462,-0.0155528297845125,0.0791091067280635,-0.0300948164059418,-0.265989179861909,-0.0351195051091216,-0.0423570681687778,-0.0179918340016407,0.000965252986879177,-0.0374327501214011,-0.0648427092129979,0.0473905758691803,0.0371677034340062,0.0485968260281242,-0.00786936084083694,-0.0875407169954463
"1888",0.0161988325024023,-0.0635572372559337,0.0809756250544365,0.116006516029086,0.0613749876203443,-0.00164603347391255,0.0494614677394595,0.252196215187664,0.177600979571766,-0.069514653098864,-0.00282373124704154,0.0256674147965193,-0.102033289149631,0.0202054932004001,0.00761768957904442,-0.0663605761273319,-0.0491679192230232,0.0422139726618933,-0.214149924470236,0.217966428546159,0.160978315051126,-0.0480158303428695,-0.0480158303428695,-0.0692552445851856,0.0446090921410492,0.0180565727429413,0.185703169815277,0.170586063005994,-0.0097957255264923,-0.0152716578898602,0.0790462079687109,-0.0301354705743104,-0.26506594841364,-0.0352174095711343,-0.04232602338448,-0.0181592989656839,0.000989665933030846,-0.0373266863892228,-0.0648198748046916,0.0471268042030871,0.0373498181539307,0.0486613286324905,-0.00804095864992079,-0.0875138297192222
"1889",0.0160751578456531,-0.0635272655671953,0.0807913874700483,0.115809388026903,0.0613319502303452,-0.00172651165190971,0.0495036919344026,0.251768858896175,0.177288761401847,-0.0697111453270332,-0.00273050462938542,0.0256245334169543,-0.102263402966121,0.0202138156710841,0.00763442446649061,-0.0665129531850438,-0.0489082908686328,0.0422069792230524,-0.213789744553753,0.217633304322536,0.160895044334504,-0.0479230018167118,-0.0479230018167118,-0.0689415953312535,0.0445239731780577,0.0180478643698717,0.185999770909141,0.171015678715191,-0.0100253828728575,-0.015022471073211,0.0788439536746826,-0.0301908997388438,-0.264302375861971,-0.0352036756073844,-0.0418738176264671,-0.0184115199515966,0.000922005567346019,-0.0371313363049236,-0.0648201890467528,0.046854196654712,0.0374910780549726,0.0486743282862696,-0.00797373127174162,-0.0875126199008866
"1890",0.0157864166301752,-0.0635034943981245,0.0806265000262283,0.115684644719445,0.0612836760645237,-0.00190124350782331,0.0494677350488711,0.251466809850327,0.177110387028755,-0.0698187745549863,-0.00289237225920237,0.0256978795830198,-0.102415822734687,0.020158730594737,0.00756303806273376,-0.066593317409317,-0.048603197200098,0.0421214223769027,-0.213617781481439,0.217486040041004,0.160964721991259,-0.0479071049585581,-0.0479071049585581,-0.0685711827884358,0.0444687977311589,0.0180262465863804,0.186594995249686,0.171393050321372,-0.0102876746229831,-0.0147252889638099,0.0784865718297,-0.0300577341770771,-0.263656675028756,-0.0353095027667576,-0.0413248857520637,-0.0182115247210079,0.000931372519712483,-0.03693587114686,-0.0649751057126911,0.0465126630250189,0.0375715993216556,0.0487809088358719,-0.00797138128729094,-0.0873722455760704
"1891",0.0154437441486462,-0.0634274696153053,0.0804090100370943,0.115605335906002,0.0611537696094718,-0.00215532315206395,0.0493093254810591,0.251141429363246,0.176879267187698,-0.0699068773797111,-0.00325598193603246,0.0258812972798515,-0.102475895860236,0.0200305752682764,0.0074229472037536,-0.0665996280703372,-0.0483029229187892,0.0420491945074404,-0.213470552211643,0.217347776146463,0.160978082182332,-0.0478860174326853,-0.0478860174326853,-0.0684463409328939,0.0444829023345187,0.0179805146412255,0.187328786166482,0.171709356755501,-0.0105390918808529,-0.0143771330951986,0.0781597924771082,-0.0298378590027752,-0.262938380647752,-0.0355285781604044,-0.0410190731737667,-0.0177644029814033,0.00102681898024717,-0.0368016578683572,-0.0651690518401453,0.0461626246117326,0.0376464496764862,0.0489510597503955,-0.00814203275845582,-0.0871566217864676
"1892",0.0131801249935291,-0.0543125016305404,0.0746294418157155,0.110085780232764,0.0618323483848347,0.0135045317786807,0.0458044539878186,0.295521745728016,0.190002022900137,-0.0655612914623778,-0.00664439818764466,0.0135054522605502,-0.106965251863711,0.0238970858302847,0.00921621792287848,-0.0740005622695696,-0.057493585803029,0.0334827385181146,-0.221701591243241,0.22531118452923,0.17061951439221,-0.0583598131452328,-0.0583598131452328,-0.0620419016827229,0.0329483870303524,0.0163071306488265,0.185004437386353,0.15678048437347,-0.0132211902846743,-0.00855234605601065,0.0676215623051156,-0.0366321555854337,-0.244905882913105,-0.0284518733829439,-0.0352156915758464,-0.012691572146907,-0.0094987590447836,-0.0453826045102129,-0.0700728751139375,0.0624815456119799,0.0231409713902476,0.0329607931490114,0.0137056128315771,-0.0721158373340463
"1893",0.0127189335396137,-0.0577896638078297,0.0753662677428856,0.11399948182079,0.0609564284223029,0.00608520968126598,0.0484252342628704,0.276382856725032,0.182660401635931,-0.0682117175352097,-0.00431283718464248,0.0195398595387346,-0.105067379422622,0.0219178403712191,0.00798870174525491,-0.0705461599913908,-0.0538343754932542,0.0374075834319679,-0.218939449863954,0.221763583428377,0.165283296048107,-0.0534640428352619,-0.0534640428352619,-0.0675524165718631,0.0376799488097564,0.0181148317239248,0.18829262031579,0.165400677611838,-0.0138217701566483,-0.0104887128831142,0.0749761294459494,-0.0341625683735949,-0.252008840806305,-0.0306062822403438,-0.039914999042705,-0.014572059366055,-0.00436470692523238,-0.0415454055972383,-0.0673453938392953,0.0549648848487204,0.0309848820271533,0.0399123072018209,0.00274707762881213,-0.0809624296722722
